사업장명,소재지전체주소,도로명전체주소,도로명우편번호,자연환경,숙소환경,테마,지역코드,좌표정보(x),좌표정보(y),COL1,COL2,COL3
채움 관광농원,"경기도 포천시 이동면 도평리 94 외2필지(95,96)",경기도 포천시 이동면 화동로 2496-22,11110,산,캠핑,가족,3,234139.4462,507003.3135,,,
메사 캠핑장,"경기도 포천시 이동면 도평리 498-4 등 8필지(498-1,498-4,498-5,498-7,500-3,498-3,498-6,500-5)",경기도 포천시 이동면 금강로 6145-45,11110,강,글램핑,연인,3,233950.5744,508418.2532,,,
큰마당캠핑장,"경기도 포천시 이동면 도평리 471 외2필지(434-1,473-1)",경기도 포천시 이동면 화동로2457번길 76-1,11110,바다,이지캠핑,키즈,3,233459.249,507293.8622,,,
엉클캠핑장,"경기도 포천시 이동면 도평리 102-1 외2필지(102-2, 100)",경기도 포천시 이동면 화동로 2498-1,11110,호수,카라반,반려동물,3,234116.4631,506805.3372,,,
치유의 숲 야영장,경기도 포천시 신북면 금동리 28-2번지,경기도 포천시 신북면 탑신로 866-15,11137,산,캠핑,가족,3,212316.671,491715.236,,,
각흘계곡캠핑장,"경기도 포천시 이동면 도평리 553-4번지 외 7필지(553-5,-6,-7,-8,-9,-15,산20-6)",경기도 포천시 이동면 금강로 6439,11110,강,글램핑,연인,3,234419.9569,510960.4791,,,
홀스킹덤 팜스테이,"경기도 포천시 내촌면 내리 91번지 외3필지(89-6,89-1,91-3)",경기도 포천시 내촌면 소리개길 108-13,11189,바다,이지캠핑,키즈,3,221209.8807,475331.1435,,,
뉴힐링캠프,"경기도 포천시 이동면 도평리 490-4번지 외 5필지(490-3, 502-2, 502-3, 503-15, 503-18)",경기도 포천시 이동면 금강로 6135-19,11110,호수,카라반,반려동물,3,233969.9035,508126.388,,,
병풍바위야영장,강원도 삼척시 원덕읍 산양리 1156-1,강원도 삼척시 원덕읍 산양서원1길 89 (산양1리마을회관),25959,산,캠핑,가족,4,402548.2367,406797.4245,,,
(주)포레스트 카라반 파크,인천광역시 옹진군 영흥면 내리 1153-19,인천광역시 옹진군 영흥면 영흥로643번길 22,23117,강,글램핑,연인,2,151607.6496,418500.2002,,,
우산캠핑장,경상북도 상주시 외서면 우산리 223-3번지,경상북도 상주시 외서면 채릉산로 752,37134,호수,카라반,반려동물,16,295439.5573,330643.1276,,,
구마이오토캠핑장,경상북도 상주시 내서면 서만리 1013,경상북도 상주시 내서면 우서로 409,37148,산,캠핑,가족,16,293184.9658,328673.7522,,,
성주봉자연휴양림 야영장,경상북도 상주시 은척면 남곡리 669,경상북도 상주시 은척면 성주봉로 91,37103,강,글램핑,연인,16,292676.9459,337541.4817,,,
상주보 캠프존 휴,경상북도 상주시 도남동 7-3,경상북도 상주시 용마로 469-10 (도남동),37242,호수,카라반,반려동물,16,312158.8291,329005.6824,,,
맑은개울캠핑장,경상북도 상주시 화서면 하송리 283-3번지,경상북도 상주시 화서면 하송3길 178-5,37138,강,글램핑,연인,16,285838.3377,332125.3778,,,
계곡풍경야영장,경기도 가평군 북면 도대리 336-21번지,경기도 가평군 북면 가화로 2389-34 (계곡풍경펜션),12401,산,캠핑,가족,3,241709.2181,494601.4927,,,
소풍캠핑장,경기도 가평군 설악면 가일리 107-5번지,경기도 가평군 설악면 어비산길 184-151,12473,강,글램핑,연인,3,244792.0125,454893.7476,,,
(주)캠프통,경기도 가평군 청평면 고성리 761-5,경기도 가평군 청평면 호반로 976,12456,호수,카라반,반려동물,3,242638.6853,467647.1201,,,
은하캠핑장,경기도 가평군 가평읍 읍내리 967-2,경기도 가평군 가평읍 잎너비길 18-91,12411,산,캠핑,가족,3,244685.1341,482390.8018,,,
을수민박야영,강원도 홍천군 내면 광원리 476번지,강원도 홍천군 내면 을수길 187,25170,바다,이지캠핑,키즈,4,328750.5455,480171.796,,,
안성운모석캠핑장,경기도 안성시 서운면 산평리 312-1번지,경기도 안성시 서운면 월구리길 3-85,17609,호수,카라반,반려동물,3,224165.0518,380008.5124,,,
달곡캠프,울산광역시 북구 무룡동 607-5번지,울산광역시 북구 달곡1길 134-1 (무룡동),44234,산,캠핑,가족,14,419202.1244,237141.2166,,,
벨하우스 글램핑,경기도 남양주시 수동면 지둔리 246,경기도 남양주시 수동면 지둔로445번안길 10-6,12028,강,글램핑,연인,3,226096.66,469392.6334,,,
남양주 휴림,경기도 남양주시 수동면 지둔리 370,경기도 남양주시 수동면 지둔로 352-1,12028,산,캠핑,가족,3,226404.2323,468025.3068,,,
산여울 캠핑장,경기도 남양주시 수동면 내방리 335-2 외 5필지,경기도 남양주시 수동면 비룡로1742번길 3-16,12024,강,글램핑,연인,3,224937.5013,473778.3306,,,
더드림핑 야영장,경기도 남양주시 화도읍 금남리 123번지,경기도 남양주시 화도읍 북한강로 1630-18 (다판다연수원),12193,산,캠핑,가족,3,232584.9451,461223.9217,,,
마실 캠핑장,경기도 남양주시 오남읍 팔현리 250,경기도 남양주시 오남읍 팔현로216번길 24-1,12038,강,글램핑,연인,3,220234.6623,465236.3975,,,
깊이울관광농원(깊이울 캠핑장),"경기도 포천시 신북면 심곡리 699-1번지 외3필지(702-1,702-7,702-9)",경기도 포천시 신북면 깊이울로 139-8,11136,호수,카라반,반려동물,3,215387.5383,491237.7814,,,
아프리카예술박물관 캠핑장,경기도 포천시 소흘읍 무림리 41,경기도 포천시 소흘읍 광릉수목원로 967,11187,산,캠핑,가족,3,212184.8999,474809.7858,,,
무지개펜션&캠핑,인천광역시 옹진군 영흥면 외리 23-2,인천광역시 옹진군 영흥면 영흥남로9번길 355-20,23121,강,글램핑,연인,2,153294.5266,415595.0246,,,
트리캠핑장,인천광역시 옹진군 영흥면 선재리 644-32,인천광역시 옹진군 영흥면 선재로306번길 27-55,23122,바다,이지캠핑,키즈,2,156898.6683,417310.7597,,,
농어바위캠핑장,인천광역시 옹진군 영흥면 내리 1326-30,인천광역시 옹진군 영흥면 영흥서로 420-19,23117,강,글램핑,연인,2,151948.6996,420112.9567,,,
명성가족캠핑촌,인천광역시 옹진군 영흥면 내리 1335-15,인천광역시 옹진군 영흥면 영흥로722번길 43-0 (명성리조텔),23117,바다,이지캠핑,키즈,2,151742.7437,419145.0345,,,
봉황산 자연휴양림 야영장,전라남도 여수시 돌산읍 신복리 산 391번지,전라남도 여수시 돌산읍 대복길 160,59777,호수,카라반,반려동물,11,269615.6435,124648.6877,,,
써니아일랜드,전라남도 여수시 남면 심장리 390번지,전라남도 여수시 남면 금오로 1137,59786,강,글램핑,연인,11,271687.6808,112131.7476,,,
헤밍웨이 글램핑,전라남도 여수시 만흥동 464번지,전라남도 여수시 망양로 301 (만흥동),59622,바다,이지캠핑,키즈,11,267795.6974,142486.5991,,,
봉황산 자연휴양림 제2야영장,전라남도 여수시 돌산읍 신복리 24번지,전라남도 여수시 돌산읍 대복길 160 (봉황산자연휴양림),59777,호수,카라반,반려동물,11,269402.8372,124108.8954,,,
금오도 야영장,전라남도 여수시 남면 유송리 214번지,전라남도 여수시 남면 대유길 36-2,59785,산,캠핑,가족,11,269832.7727,115494.4849,,,
여수밤바다 관광농원,전라남도 여수시 돌산읍 평사리 1405-73번지,전라남도 여수시 돌산읍 진모1길 29-42,59771,강,글램핑,연인,11,269230.7229,134446.0053,,,
하얀바다 캠핑장,전라남도 여수시 돌산읍 금성리 847-6번지,전라남도 여수시 돌산읍 돌산로 649-12,59777,바다,이지캠핑,키즈,11,269659.2214,121889.5079,,,
바람흔적글램핑카라반,경상남도 합천군 가회면 중촌리 217,경상남도 합천군 가회면 대기1길 15-9,50226,강,글램핑,연인,17,291147.6125,218227.3686,,,
오도산자연휴양림,경상남도 합천군 봉산면 압곡리 산 150번지,경상남도 합천군 봉산면 오도산휴양로 398,50210,바다,이지캠핑,키즈,17,295904.3844,241687.3509,,,
아빠랑놀자 키즈글램핑,경상남도 합천군 삼가면 동리 187번지,경상남도 합천군 삼가면 동리외초길 223,50219,호수,카라반,반려동물,17,304872.9222,213605.4967,,,
대기농촌체험마을글램핑,경상남도 합천군 가회면 중촌리 420번지,경상남도 합천군 가회면 대기2길 17 (청소년수련원),50226,산,캠핑,가족,17,290899.9576,218558.5742,,,
개금불 어뮤니티,경상남도 합천군 묘산면 봉곡리 140번지,경상남도 합천군 묘산면 봉곡1길 24-11,50209,강,글램핑,연인,17,300534.6711,237742.5958,,,
합천휴테마파크,경상남도 합천군 용주면 가호리 1180,경상남도 합천군 용주면 영상로 172,50215,산,캠핑,가족,17,295784.6721,228262.776,,,
합천수피아캠핑,경상남도 합천군 봉산면 계산리 1840-1번지,경상남도 합천군 봉산면 합천호반로 954,50210,강,글램핑,연인,17,295644.7756,230856.4824,,,
글램핑스토리,경상남도 합천군 가야면 가천리 720번지,경상남도 합천군 가야면 구미가천로 345-1,50202,바다,이지캠핑,키즈,17,298316.7095,250441.6755,,,
살둔마을 생둔분교 캠핑장,강원도 홍천군 내면 율전리 221-17,강원도 홍천군 내면 살둔길 25,25169,산,캠핑,가족,4,320615.2894,481877.215,,,
물가솔솔캠핑장,강원도 홍천군 내면 광원리 471-4,강원도 홍천군 내면 을수길 153-6,25170,강,글램핑,연인,4,328595.4554,480408.5719,,,
여차울 캠핑장,강원도 홍천군 내면 방내리 147번지,강원도 홍천군 내면 여차동길 745-64,25169,바다,이지캠핑,키즈,4,312386.2107,485013.2776,,,
화니캠핑앤글램핑,강원도 홍천군 동면 좌운리 120-1,강원도 홍천군 동면 안곡길 135-1,25155,호수,카라반,반려동물,4,291215.5268,460980.3408,,,
고길동 캠핑장,강원도 홍천군 북방면 북방리 946번지,강원도 홍천군 북방면 성동로 1625-16,25113,산,캠핑,가족,4,273354.1801,480889.1235,,,
국립삼봉자연휴양림 야영장,강원도 홍천군 내면 광원리 산 197-1,강원도 홍천군 내면 삼봉휴양길 276,25170,강,글램핑,연인,4,326851.6419,484497.6872,,,
용가리쌤 야영장,강원도 홍천군 화촌면 구성포리 65번지,강원도 홍천군 화촌면 설악로 2692,25156,바다,이지캠핑,키즈,4,283696.326,472799.6411,,,
캠프하다,강원도 홍천군 서면 개야리 42-2,강원도 홍천군 서면 개야마을길 68-27,25100,호수,카라반,반려동물,4,255650.9228,465793.551,,,
탑캠핑장글램핑,강원도 홍천군 화촌면 군업리 345-2번지,강원도 홍천군 화촌면 군들길 20,25159,산,캠핑,가족,4,291118.8799,472208.206,,,
서석야영장,강원도 홍천군 서석면 생곡리 401-1,강원도 홍천군 서석면 고분대월길 67,25167,강,글램핑,연인,4,310227.5068,466799.9174,,,
캐나디언 카누클럽 야영장,강원도 홍천군 서면 마곡리 23-1번지,강원도 홍천군 서면 마곡길 113-28,25100,바다,이지캠핑,키즈,4,251677.3066,469031.1675,,,
팔봉산관광지 야영장,강원도 홍천군 서면 어유포리 272번지,강원도 홍천군 서면 한치골길 1124,25101,호수,카라반,반려동물,4,261226.2381,466967.2878,,,
개암벌 용소 관광농원 캠핑장,강원도 홍천군 두촌면 괘석리 617번지,강원도 홍천군 두촌면 군유동길 361-26,25160,산,캠핑,가족,4,294173.6403,484742.6408,,,
가리산자연휴양림 야영장,강원도 홍천군 두촌면 천현리 134-1번지,강원도 홍천군 두촌면 가리산길 426,25164,강,글램핑,연인,4,290066.3142,484894.4118,,,
스톤엑스 캠핑장,강원도 홍천군 남면 남노일리 234-1번지,강원도 홍천군 남면 남노일로 1164-22,25105,바다,이지캠핑,키즈,4,266710.1967,464583.7341,,,
산으로 캠핑장,강원도 홍천군 서면 마곡리 산 124-2번지,강원도 홍천군 서면 모곡로 365-139,25100,호수,카라반,반려동물,4,249972.7743,468181.5504,,,
북한산 캠핑장,서울특별시 은평구 진관동 330-14 북한산글램핑장,"서울특별시 은평구 북한산로 232-1, 북한산글램핑장 (진관동)",3308,산,캠핑,가족,1,194453.57,460859.5426,,,
강촌하늘아래,강원도 춘천시 남산면 방곡리 351-3,강원도 춘천시 남산면 풀무골1길 71,24465,바다,이지캠핑,키즈,4,256421.7316,477751.1619,,,
국립용화산자연휴양림,강원도 춘천시 사북면 고성리 산 102-13,강원도 춘천시 사북면 사여골길 294,24201,호수,카라반,반려동물,4,266745.7955,501275.7031,,,
춘천캠핑월드,강원도 춘천시 서면 서상리 896-1,강원도 춘천시 서면 툇골길 693,24460,산,캠핑,가족,4,256419.3739,492120.2091,,,
화왕산자연휴양림야영장,경상남도 창녕군 고암면 감리 산 61-1,경상남도 창녕군 고암면 청간길 128-126,50315,바다,이지캠핑,키즈,17,341848.0327,228037.3157,,,
창녕별숲글램핑,경상남도 창녕군 성산면 연당리 690-2,경상남도 창녕군 성산면 구연화길 62,50312,호수,카라반,반려동물,17,337804.933,237030.0045,,,
약수농원,경상남도 창녕군 고암면 감리 317번지,경상남도 창녕군 고암면 청간길 80,50315,산,캠핑,가족,17,342306.4886,229331.1985,,,
맑음터공원 캠핑장,경기도 오산시 오산동 750-1번지,경기도 오산시 오산천로 52 (오산동),18130,강,글램핑,연인,3,205660.126,404061.7292,,,
가창농원 야영장,대구광역시 달성군 가창면 삼산리 128,대구광역시 달성군 가창면 가창로10길 56,42940,호수,카라반,반려동물,12,351782.2109,248652.0697,,,
별빛터카라반&글램핑펜션,경상남도 합천군 가회면 중촌리 196번지,경상남도 합천군 가회면 대기1길 15-7,50226,산,캠핑,가족,17,291197.2285,218220.2202,,,
가람관광농원,경상남도 합천군 봉산면 계산리 산 1620번지,경상남도 합천군 봉산면 인덕로 930,50210,강,글램핑,연인,17,295738,232471,,,
합천은하수글램핑&카라반,경상남도 합천군 용주면 고품리 284,경상남도 합천군 용주면 고품길 42,50212,호수,카라반,반려동물,17,299835.7756,226958.7639,,,
(주)케이스톤매니지먼트(스톤힐),경기도 양평군 양평읍 양근리 552-4,경기도 양평군 양평읍 양근골안길 63,12546,산,캠핑,가족,3,242954.6802,444357.5233,,,
산음캠핑,경기도 양평군 단월면 산음리 685-1번지,경기도 양평군 단월면 고북길 76-23,12527,강,글램핑,연인,3,252658.747,455427.0786,,,
신화가족목공체험 캠핑소,경기도 양평군 강상면 신화리 387-2,경기도 양평군 강상면 강상로 328,12572,바다,이지캠핑,키즈,3,241394.2144,440642.0266,,,
소노휴 양평,경기도 양평군 개군면 공세리 389-7,경기도 양평군 개군면 신내길7번길 55,12566,호수,카라반,반려동물,3,247062.6041,440894.5304,,,
황정민글램핑,경기도 가평군 조종면 상판리 141-2,경기도 가평군 조종면 명지산로 523,12431,산,캠핑,가족,3,233725.9654,490216.1454,,,
위크팜글램핑,경기도 가평군 상면 태봉리 249-8번지,경기도 가평군 상면 원흥길 37-6,12442,바다,이지캠핑,키즈,3,228619,479549,,,
우니메이카홍천본점,강원도 홍천군 서석면 검산리 357,강원도 홍천군 서석면 마리소리길 57,25167,호수,카라반,반려동물,4,309162.8316,470370.0505,,,
이스케이프 지점 휴토피아,강원도 홍천군 서면 어유포리 282-6,강원도 홍천군 서면 팔봉산로 976,25101,산,캠핑,가족,4,260739.3068,466157.756,,,
샘골솔밭야영장,강원도 홍천군 내면 광원리 667-12번지,강원도 홍천군 내면 구룡령로 6928,25170,강,글램핑,연인,4,329869.439,482185.8369,,,
밤벌오토캠핑장,강원도 홍천군 서면 반곡리 3-65,강원도 홍천군 서면 팔봉산로 950,25101,바다,이지캠핑,키즈,4,260909.3003,465865.8361,,,
리버카라반,강원도 홍천군 북방면 노일리 590번지,강원도 홍천군 북방면 노일로 144-8,25111,호수,카라반,반려동물,4,265304.7711,463841.39,,,
노일강 캠핑장,강원도 홍천군 북방면 노일리 923-1,강원도 홍천군 북방면 노일로 344-14,25111,산,캠핑,가족,4,264429.1573,465443.9564,,,
살둔산장,강원도 홍천군 내면 율전리 212-10번지,강원도 홍천군 내면 살둔길 30-15,25169,강,글램핑,연인,4,320474.0218,481878.7084,,,
클럽레스피아,강원도 홍천군 북방면 노일리 854-5,강원도 홍천군 북방면 구룡밭길 24-30,25111,바다,이지캠핑,키즈,4,264120.8637,465090.5286,,,
파크12,강원도 홍천군 서면 모곡리 491-46번지,강원도 홍천군 서면 밤벌길2번길 35,25100,호수,카라반,반려동물,4,253008.811,465941.7018,,,
(주)쉐르빌리안티티,강원도 홍천군 서면 모곡리 547번지,강원도 홍천군 서면 밤벌길19번길 111,25100,산,캠핑,가족,4,252520.2987,466766.5979,,,
하늘바라기 글램핑,강원도 홍천군 내촌면 화상대리 1206,강원도 홍천군 내촌면 아홉사리로 164-22,25163,강,글램핑,연인,4,288485.1455,478411.7387,,,
홍천동산펜션오토캠핑장,강원도 홍천군 홍천읍 장전평리 868-3번지,강원도 홍천군 홍천읍 높은터로 332,25118,바다,이지캠핑,키즈,4,275092.6761,460049.6096,,,
석산계곡 코코비발디글램핑 카라반 오토캠핑장,강원도 홍천군 서면 중방대리 419,강원도 홍천군 서면 고루개길 37-17,25104,호수,카라반,반려동물,4,252803.1942,462931.3836,,,
휴양빌리지 가온,강원도 홍천군 서면 중방대리 28,강원도 홍천군 서면 한서로 1304,25104,산,캠핑,가족,4,254647.7814,460307.8081,,,
해솔캠핑장,강원도 홍천군 내촌면 답풍리 247-4,강원도 홍천군 내촌면 논골길 91,25163,강,글램핑,연인,4,294876.9273,478816.8476,,,
칡소폭포 캠핑장,강원도 홍천군 내면 광원리 551-5,강원도 홍천군 내면 을수길 27,25170,바다,이지캠핑,키즈,4,327909.6095,481098.0389,,,
소백산국립공원 삼가야영장,경상북도 영주시 풍기읍 삼가리 302-1,경상북도 영주시 풍기읍 삼가로 509,36018,산,캠핑,가족,16,333757.8956,381586.9213,,,
주막거리캠프,경상북도 영주시 부석면 남대리 177-3번지,경상북도 영주시 부석면 영부로 847-10,36000,강,글램핑,연인,16,348405.8633,394369.973,,,
산아래캠핑장,경상북도 영주시 부석면 남대리 46-2,경상북도 영주시 부석면 영부로890번길 132,36000,바다,이지캠핑,키즈,16,349078.2009,393968.0516,,,
비로야영장,경상북도 영주시 풍기읍 삼가리 251번지,경상북도 영주시 풍기읍 삼가로 447-11,36018,호수,카라반,반려동물,16,333960.6795,381124.0253,,,
자연이랑캠프,강원도 영월군 무릉도원면 법흥리 156-1,강원도 영월군 무릉도원면 무릉법흥로 1174,26201,산,캠핑,가족,4,312869.5538,429493.8963,,,
늘푸른 캠핑장,강원도 영월군 김삿갓면 내리 492-12번지 외 1필지,강원도 영월군 김삿갓면 내리계곡로 1116-4,26247,강,글램핑,연인,4,348857.6128,401989.2571,,,
김삿갓계곡캠핑장,강원도 영월군 김삿갓면 와석리 913-3,강원도 영월군 김삿갓면 김삿갓로 216-30,26246,바다,이지캠핑,키즈,4,342442.9545,398701.4523,,,
힐스톤 캠핑장,강원도 영월군 주천면 금마리 41-12,강원도 영월군 주천면 금용강변로 34-13,26206,호수,카라반,반려동물,4,314628.4699,417165.2917,,,
소나무와 계곡 캠핑장,강원도 영월군 무릉도원면 법흥리 311번지,강원도 영월군 무릉도원면 백년계곡길 88-3,26201,산,캠핑,가족,4,312634.7335,430820.0647,,,
힐링캠프,강원도 춘천시 서면 서상리 897,강원도 춘천시 서면 툇골길 693-12,24460,강,글램핑,연인,4,256338.4056,492057.5598,,,
강촌 캠핑플레이스,강원도 춘천시 남산면 백양리 산 1-2,강원도 춘천시 남산면 북한강변길 688,24464,바다,이지캠핑,키즈,4,252001.0829,480160.5762,,,
강원도산림과학연구원 집다리골자연휴양림,강원도 춘천시 사북면 지암리 521-2 집다리골자연휴양림,"강원도 춘천시 사북면 화악지암1길 130, 집다리골자연휴양림",24200,호수,카라반,반려동물,4,250970.872,497373.1716,,,
다볼펜션,강원도 춘천시 남산면 창촌리 546,강원도 춘천시 남산면 둔일길 202,24465,산,캠핑,가족,4,254918.77,474836.4565,,,
어반슬로우시티,강원도 춘천시 남면 관천리 383,강원도 춘천시 남면 가옹개길 108,24468,강,글램핑,연인,4,245083.5178,470131.361,,,
강촌관광농원,강원도 춘천시 남산면 강촌리 498,강원도 춘천시 남산면 오양골길 125,24465,바다,이지캠핑,키즈,4,252867.1975,479813.8689,,,
강촌포도팬션&캠핑장,강원도 춘천시 남산면 백양리 266,강원도 춘천시 남산면 서백2길 36,24464,호수,카라반,반려동물,4,250385.7239,478591.9604,,,
춘천숲자연휴양림,강원도 춘천시 동산면 군자리 산 403,강원도 춘천시 동산면 종자리로 224-104 (춘천숲자연휴양림),24409,산,캠핑,가족,4,265564.3183,471654.2854,,,
더시크릿가든 캠프지라운드,강원도 춘천시 남산면 방하리 506-4,강원도 춘천시 남산면 방하로 297,24464,강,글램핑,연인,4,248646.7244,474214.5811,,,
프라임캠핑장,강원도 춘천시 사북면 고성리 36-10,강원도 춘천시 사북면 사여골길 25,24201,바다,이지캠핑,키즈,4,264989.6218,500786.1402,,,
국립자연휴양림관리소 북부지역팀(중미산휴양림),경기도 양평군 옥천면 신복리 산 201-2,경기도 양평군 옥천면 중미산로 1152,12505,호수,카라반,반려동물,3,239858.3096,453473.8967,,,
국립자연휴양림관리소 북부지역팀(산음자연휴양림),"경기도 양평군 단월면 산음리 산 84 , 산 115",경기도 양평군 단월면 고북길 347,12527,산,캠핑,가족,3,251671.3493,453968.156,,,
오커빌리지,경기도 양평군 용문면 연수리 530,경기도 양평군 용문면 장수길 22,12509,강,글램핑,연인,3,249780.0888,445373.57,,,
청운오토캠핑장,"경기도 양평군 청운면 가현리 517 517-1,517-2",경기도 양평군 청운면 수풀길 37,12530,바다,이지캠핑,키즈,3,262014.6301,449178.0236,,,
용문산관광지 야영장,경기도 양평군 용문면 신점리 525-2,경기도 양평군 용문면 용문산로 641,12510,호수,카라반,반려동물,3,251437.4217,449410.1893,,,
용문산자연휴양림,"경기도 양평군 양평읍 백안리 산 68-1 , 산70",경기도 양평군 양평읍 약수사길 78-14,12547,산,캠핑,가족,3,246212.9456,446552.0983,,,
참사람생태예술치유센터(산음숲자연학교),"경기도 양평군 단월면 산음리 230-4 ,231-1",경기도 양평군 단월면 봉미산샘골길 1,12527,강,글램핑,연인,3,253023.3807,456081.5222,,,
(주)캠핑어클락,경기도 가평군 하면 마일리 370-3,경기도 가평군 하면 연인산로474번길 27,12433,바다,이지캠핑,키즈,3,233169,482815,,,
베스트캠핑장,경기도 가평군 가평읍 금대리 302-10,경기도 가평군 가평읍 북한강변로 517-8,12428,산,캠핑,가족,3,247095.3018,474562.8973,,,
리즈밸리,경기도 가평군 설악면 가일리 40,경기도 가평군 설악면 어비산길 201-34,12473,강,글램핑,연인,3,245226.5485,454527.8845,,,
더 플래츠 글램핑,경기도 가평군 상면 행현리 375-4,경기도 가평군 상면 수목원로 181-28,12448,호수,카라반,반려동물,3,232036.814,473361.365,,,
가평운악홀리데이카라반파크,경기도 가평군 조종면 신상리 206-10번지,경기도 가평군 조종면 운악청계로 424,12434,산,캠핑,가족,3,231293.8828,483449.6664,,,
온더락캠핑장,경기도 가평군 상면 행현리 산 190번지,경기도 가평군 상면 수목원로 238-106,12448,강,글램핑,연인,3,231526,473122,,,
지지밸리야영장,경기도 가평군 설악면 방일리 545-4번지,경기도 가평군 설악면 유명로 794-46,12472,바다,이지캠핑,키즈,3,243381.008,457253.6081,,,
캠플레이,경기도 가평군 상면 상동리 250-2번지,경기도 가평군 상면 비룡로 1610-15,12443,호수,카라반,반려동물,3,225364.4456,475386.593,,,
휘게리 잣나무숲 캠핑장,강원도 홍천군 화촌면 장평리 411-19번지,강원도 홍천군 화촌면 구룡령로 1472-39,25159,산,캠핑,가족,4,295790.5992,471324.3583,,,
늘편한캠핑장,강원도 홍천군 두촌면 괘석리 421-1,강원도 홍천군 두촌면 황병고개길 25-10,25160,강,글램핑,연인,4,297145.1635,485079.3794,,,
보또피아힐링파크,강원도 홍천군 서면 두미리 785-20번지,강원도 홍천군 서면 개야로548번길 25-8,25101,바다,이지캠핑,키즈,4,257346.4239,464425.1137,,,
용오름캠핑장,강원도 홍천군 서석면 검산리 326-1,강원도 홍천군 서석면 검산길 263,25167,호수,카라반,반려동물,4,308921.568,469443.4069,,,
검산별빛야영장,강원도 홍천군 서석면 검산리 135-1,강원도 홍천군 서석면 마리소리길 120,25167,산,캠핑,가족,4,309554.8307,470776.3769,,,
(주)가람레저산업 펠리즈29,강원도 홍천군 두촌면 철정리 33-2,강원도 홍천군 두촌면 부채들길 41,25164,강,글램핑,연인,4,289532.1581,481884.8124,,,
홍천 무네미 별마루 관광농원,강원도 홍천군 내면 방내리 산 1289-5번지,강원도 홍천군 내면 수유동길 635,25169,바다,이지캠핑,키즈,4,307852,478708,,,
J캠핑장,강원도 홍천군 내면 창촌리 786번지,강원도 홍천군 내면 소한동길 301,25171,호수,카라반,반려동물,4,325876.0547,477365.6767,,,
개똥이네캠핑장,강원도 홍천군 북방면 원소리 35번지,강원도 홍천군 북방면 원소길 25,25111,산,캠핑,가족,4,267006.2116,468876.7132,,,
몬테리오,강원도 홍천군 서면 마곡리 121-1번지,강원도 홍천군 서면 마곡길 220,25100,강,글램핑,연인,4,251031.0879,469735.362,,,
새연리조트글램핑홍천점(구 어울림글램핑),강원도 홍천군 화촌면 구성포리 1179,강원도 홍천군 화촌면 작은도심리길 4-11,25156,바다,이지캠핑,키즈,4,279832.2472,477263.5027,,,
거제자연휴양림,경상남도 거제시 동부면 구천리 산 103,경상남도 거제시 동부면 거제중앙로 325,53332,호수,카라반,반려동물,17,348486.5704,143953.9593,,,
거제글램퍼스,경상남도 거제시 일운면 망치리 252번지,경상남도 거제시 일운면 망치4길 38,53329,강,글램핑,연인,17,352302.0078,147493.7915,,,
선달산계곡캠핑장,경상북도 영주시 부석면 남대리 45-3번지,경상북도 영주시 부석면 영부로890번길 134,36000,바다,이지캠핑,키즈,16,349101.3393,393986.5801,,,
영주시 소백산역 캠핑장,경상북도 영주시 풍기읍 수철리 195번지,경상북도 영주시 풍기읍 죽령로1513번길 41-9 (희방사역),36020,호수,카라반,반려동물,16,330505.5918,377999.3502,,,
소백산 꽃가람야영장,경상북도 영주시 풍기읍 삼가리 146-2번지,경상북도 영주시 풍기읍 삼가로 407-7,36018,산,캠핑,가족,16,334396.7238,380850.9613,,,
양주시 미술관 옆 캠핑장,경기도 양주시 장흥면 석현리 396-1,경기도 양주시 장흥면 권율로 185,11520,강,글램핑,연인,3,195371.1607,469834.4223,,,
양주산막골캠핑장,경기도 양주시 백석읍 기산리 385,경기도 양주시 백석읍 기산로 414-20,11518,바다,이지캠핑,키즈,3,194431.2814,474708.732,,,
대궐오토캠핑장,경기도 양주시 백석읍 기산리 364-4,경기도 양주시 백석읍 기산로440번길 177,11518,호수,카라반,반려동물,3,194631.5005,473966.5923,,,
안태울캠핑장,경기도 양주시 광적면 효촌리 230,경기도 양주시 광적면 화합로81번길 375-66,11411,산,캠핑,가족,3,195587.2905,485490.5149,,,
기산골캠핑장,경기도 양주시 백석읍 기산리 393-2,경기도 양주시 백석읍 기산로 413,11518,강,글램핑,연인,3,194244.1194,474909.1247,,,
비타민캠핑장,경기도 양주시 백석읍 기산리 370,경기도 양주시 백석읍 기산로440번길 110-43,11518,바다,이지캠핑,키즈,3,194458.2566,474215.1864,,,
선녀와 나무꾼,경기도 양주시 덕계동 540,경기도 양주시 평화로1501번길 90 (덕계동),11440,호수,카라반,반려동물,3,204033.6693,480469.2628,,,
범산골캠핑장,경기도 양주시 광적면 비암리 757-9,경기도 양주시 광적면 부흥로 34-17,11424,산,캠핑,가족,3,192389.5652,477958.892,,,
캠프리카 캠핑장,경기도 양주시 백석읍 기산리 362,경기도 양주시 백석읍 기산로440번길 127,11518,강,글램핑,연인,3,194563.7133,474253.703,,,
일영무두리캠핑장,경기도 양주시 장흥면 삼상리 28-14,경기도 양주시 장흥면 유원지로 176-77,11524,바다,이지캠핑,키즈,3,195302.0571,466468.4382,,,
